seed,pair_id,modality,corruption_type,severity,ssim,psnr,damage_ssim,norm_edit_distance,bleu,damage_bleu
0,38,image,gaussian_noise,3,0.21181850260633603,20.589344177940216,0.7881814973936639,,,
0,38,image,gaussian_noise,4,0.11429782957534507,16.34033977779243,0.8857021704246549,,,
0,38,image,gaussian_noise,5,0.06497479442247062,12.801726999624584,0.9350252055775294,,,
0,39,image,gaussian_noise,1,0.9411479651406324,30.137522029403115,0.05885203485936763,,,
0,39,image,gaussian_noise,2,0.8166013810680549,24.232820418893468,0.1833986189319451,,,
0,39,image,gaussian_noise,3,0.6819632841450917,20.81175691864918,0.31803671585490834,,,
0,39,image,gaussian_noise,4,0.46682497306375187,16.623972923835606,0.5331750269362481,,,
0,39,image,gaussian_noise,5,0.2816621103844931,13.079889476430182,0.7183378896155068,,,
0,40,image,gaussian_noise,1,0.8218269448461458,30.36173164776167,0.17817305515385418,,,
0,40,image,gaussian_noise,2,0.6213934895958453,24.505117891004396,0.3786065104041547,,,
0,40,image,gaussian_noise,3,0.48612352506501244,21.09486904690722,0.5138764749349876,,,
0,40,image,gaussian_noise,4,0.3267780188453044,16.979141990627575,0.6732219811546956,,,
0,40,image,gaussian_noise,5,0.20605840137481557,13.41713880061836,0.7939415986251844,,,
0,41,image,gaussian_noise,1,0.7602373842860205,30.076002674235777,0.2397626157139795,,,
0,41,image,gaussian_noise,2,0.5117404487690096,24.17488108714443,0.4882595512309904,,,
0,41,image,gaussian_noise,3,0.3683729410134146,20.78395456800029,0.6316270589865853,,,
0,41,image,gaussian_noise,4,0.22576690800399427,16.702348790193536,0.7742330919960058,,,
0,41,image,gaussian_noise,5,0.13323296102613202,13.215298298253963,0.866767038973868,,,
0,42,image,gaussian_noise,1,0.8690148547977362,30.099001942225797,0.1309851452022638,,,
0,42,image,gaussian_noise,2,0.6656781139761899,24.18978777377305,0.3343218860238101,,,
0,42,image,gaussian_noise,3,0.5031822299227922,20.756077436130802,0.49681777007720784,,,
0,42,image,gaussian_noise,4,0.3088226279035419,16.629726305620423,0.691177372096458,,,
0,42,image,gaussian_noise,5,0.17312915751394878,13.1233480854888,0.8268708424860512,,,
0,43,image,gaussian_noise,1,0.7124520811733893,30.096256078944897,0.2875479188266107,,,
0,43,image,gaussian_noise,2,0.48321492426425455,24.136260760404095,0.5167850757357455,,,
0,43,image,gaussian_noise,3,0.3705196502042613,20.68179047250012,0.6294803497957386,,,
0,43,image,gaussian_noise,4,0.25580826329130574,16.48136075316799,0.7441917367086943,,,
0,43,image,gaussian_noise,5,0.170410160255727,12.999040298861964,0.829589839744273,,,
0,44,image,gaussian_noise,1,0.6396455022508183,30.078331398288103,0.3603544977491817,,,
